bldg_id,street_address,zip_code,last_reg,rc_count,docket_no,case_type,case_status,filing_date,closing_date,close_code,staff_id,mci_item,claim_cost,allow_cost,wk_beg_dt
330409,816 PROSPECT PL BROOKLYN NY,11216,2020,0,ET210006X,X,CLOSED,8/10/16,8/11/16,CW,RX-00004-16,N/A,N/A,N/A,N/A
365546,920 PROSPECT PL BROOKLYN NY,11213,2019,0,FU210013X,X,CLOSED,9/18/17,9/29/17,CW,RX-00004-17,N/A,N/A,N/A,N/A
308376,925 PROSPECT PL BROOKLYN NY,11213,2020,2,ZL230018OM,OM,CLOSED,12/9/11,7/5/12,GP,ROM-00048-12,BURNER,32000,31413,3/8/11
335464,1417 PROSPECT PL BROOKLYN NY,11213,2020,2,YC230016X,X,CLOSED,3/1/10,3/8/10,CW,RXX-000811-18,N/A,N/A,N/A,N/A
335464,1417 PROSPECT PL BROOKLYN NY,11213,2020,2,BM230042OM,OM,CLOSED,1/16/13,11/8/13,GP,ROM-00072-13,REWIRING,105650,104208.5,5/20/11
335464,1417 PROSPECT PL BROOKLYN NY,11213,2020,2,DS230016X,X,CLOSED,7/16/15,8/27/15,GR,RX-00005-15,N/A,N/A,N/A,N/A
361445,1842 PROSPECT PL BROOKLYN NY,11233,2020,0,YC210011X,X,CLOSED,3/1/10,2/15/11,VO,R-VOID,N/A,N/A,N/A,N/A
361069,68 PUTNAM AVE BROOKLYN NY,11238,2020,0,ZL230052OM,OM,CLOSED,12/21/11,2/24/12,GP,ROM-00013-12,BOILER/BURNER,23000,22700.3,10/22/09
361069,68 PUTNAM AVE BROOKLYN NY,11238,2020,0,ZL230052OM,OM,CLOSED,12/21/11,2/24/12,GP,ROM-00013-12,HOT WATER HEATER,1314.02,1189.02,12/10/10
359267,524 PUTNAM AVE BROOKLYN NY,11221,2020,0,AW210026OM,OM,CLOSED,11/6/12,5/9/13,GP,ROM-00035-13,NEW BOILER & HEATER,9288,9022.1,11/28/11
364884,861 PUTNAM AVE BROOKLYN NY,11221,2020,0,GQ210076OM,OM,CLOSED,5/17/18,8/30/18,GR,ROM-00072-18,NEW ROOF,5108.2,5108.2,3/14/18
343226,1060 PUTNAM AVE BROOKLYN NY,11221,2004,0,CV230143X,X,CLOSED,10/24/14,12/10/14,CW,RX-00009-14,N/A,N/A,N/A,N/A
325900,1125 PUTNAM AVE BROOKLYN NY,11221,2020,0,YD210033X,X,CLOSED,4/6/10,4/12/10,CW,RXX-000811-18,N/A,N/A,N/A,N/A
357198,1182 PUTNAM AVE BROOKLYN NY,11221,2020,0,FU210051OM,OM,CLOSED,9/12/17,6/12/19,GR,ROM-00037-19,FLOOR TILES,5973.64,5973.64,11/20/15
357198,1182 PUTNAM AVE BROOKLYN NY,11221,2020,0,FU210051OM,OM,CLOSED,9/12/17,6/12/19,GR,ROM-00037-19,HALLWAY RENOVATIONS,25782.98,25782.98,3/1/16
357198,1182 PUTNAM AVE BROOKLYN NY,11221,2020,0,FU210051OM,OM,CLOSED,9/12/17,6/12/19,GR,ROM-00037-19,INTERCOM,12923.47,12923.47,3/1/16
357198,1182 PUTNAM AVE BROOKLYN NY,11221,2020,0,FU210051OM,OM,CLOSED,9/12/17,6/12/19,GR,ROM-00037-19,ENTRY/VESTIB. DOORS,22000,22000,3/1/16
357198,1182 PUTNAM AVE BROOKLYN NY,11221,2020,0,IR210012OM,OM,OPEN,6/1/20,N/A,GR,MEP,POINTNG & WATERPROOF,77600,0,10/5/17
332540,1341 PUTNAM AVE BROOKLYN NY,11221,2020,0,HR210238OM,OM,OPEN,6/14/19,N/A,NONE,MEP,TV/SECURITY SYSTEM,14000,0,6/13/18
332540,1341 PUTNAM AVE BROOKLYN NY,11221,2020,0,HR210240OM,OM,OPEN,6/14/19,N/A,NONE,MEP,NEW ROOF,24000,0,5/21/19
332540,1341 PUTNAM AVE BROOKLYN NY,11221,2020,0,HR210241OM,OM,OPEN,6/14/19,N/A,NONE,MEP,FRONT DOOR,3700,0,11/6/18
331766,1368 PUTNAM AVE BROOKLYN NY,11221,2018,0,ER210014X,X,CLOSED,6/13/16,6/20/16,CW,RX-00004-16,N/A,N/A,N/A,N/A
312128,1386 PUTNAM AVE BROOKLYN NY,11221,2019,0,HQ210069OM,OM,CLOSED,5/29/19,9/14/20,GP,M66,BOILER/HOTWATER TANK,14602,14305.4,2/6/18
312128,1386 PUTNAM AVE BROOKLYN NY,11221,2019,0,HQ210069OM,OM,CLOSED,5/29/19,9/14/20,GP,M66,NEW ROOF,8500,8500,6/2/18
312128,1386 PUTNAM AVE BROOKLYN NY,11221,2019,0,HQ210069OM,OM,CLOSED,5/29/19,9/14/20,GP,M66,APARTMENT WINDOWS,16030,15960,12/17/18
312128,1386 PUTNAM AVE BROOKLYN NY,11221,2019,0,HQ210069OM,OM,CLOSED,5/29/19,9/14/20,GP,M66,ENTRANCE DOORS,8460,8460,3/28/19
312128,1386 PUTNAM AVE BROOKLYN NY,11221,2019,0,HQ210069OM,OM,CLOSED,5/29/19,9/14/20,GP,M66,INTERCOM,4400,4400,4/2/19
379564,1398 PUTNAM AVE BROOKLYN NY,11237,2020,0,EU230065X,X,CLOSED,9/15/16,9/28/16,CW,RX-00001-17,N/A,N/A,N/A,N/A
357554,1406 PUTNAM AVE BROOKLYN NY,11237,2016,0,YJ210080OM,OM,CLOSED,10/18/10,10/18/11,DE,RISF-00072-15,SEC.SYSTM & ENT DOOR,8000,0,3/24/10
330679,1408 PUTNAM AVE BROOKLYN NY,11237,2010,0,YL210054OM,OM,CLOSED,12/14/10,11/23/11,DE,RXA-000810-19,SECURITY SYSTEM/DOOR,8000,0,3/24/10
334833,1416 PUTNAM AVE BROOKLYN NY,11237,2020,0,DU210046OM,OM,CLOSED,9/8/15,4/15/16,GP,ROM-00039-16,HALLWAY/STAIRS TILES,7200,6750,8/15/15
334833,1416 PUTNAM AVE BROOKLYN NY,11237,2020,0,DT210070OM,OM,CLOSED,8/19/15,2/26/16,GP,ROM-00017-16,OIL TO GAS CONVERS'N,19800,19358.5,8/22/14
334833,1416 PUTNAM AVE BROOKLYN NY,11237,2020,0,FU210111OM,OM,CLOSED,9/23/17,4/11/18,GP,RRT-00026-19,ADA LIFT,75900,75415,5/3/17
319840,254 QUENTIN RD BROOKLYN NY,11223,2020,0,YB210049X,X,CLOSED,2/23/10,3/24/11,GR,RXX-000104-20,N/A,N/A,N/A,N/A
319840,254 QUENTIN RD BROOKLYN NY,11223,2020,0,GT210032OM,OM,CLOSED,8/21/18,10/11/19,GP,ROM-00044-19,WINDOWS/RELATED WORK,136180,132005,7/17/17
339518,1719 QUENTIN RD BROOKLYN NY,11229,2018,1,GV230100OM,OM,OPEN,10/31/18,N/A,NONE,MFG,PUBLIC AREA DOOR,1200,0,5/23/18
339518,1719 QUENTIN RD BROOKLYN NY,11229,2018,1,GV230100OM,OM,OPEN,10/31/18,N/A,NONE,MFG,ELEVATOR UPGRADING,99400,0,5/1/18
339518,1719 QUENTIN RD BROOKLYN NY,11229,2018,1,GV230100OM,OM,OPEN,10/31/18,N/A,NONE,MFG,WINDOWS,12800,0,6/15/18
339518,1719 QUENTIN RD BROOKLYN NY,11229,2018,1,GV230100OM,OM,OPEN,10/31/18,N/A,NONE,MFG,COMPACTOR,9850,0,1/20/18
339518,1719 QUENTIN RD BROOKLYN NY,11229,2018,1,GV230100OM,OM,OPEN,10/31/18,N/A,NONE,MFG,TV/SECURITY SYSTEM,16576.47,0,1/29/18
339518,1719 QUENTIN RD BROOKLYN NY,11229,2018,1,GV230100OM,OM,OPEN,10/31/18,N/A,NONE,MFG,BOILER CONTROL,8248,0,1/22/18
372485,1811 QUENTIN RD BROOKLYN NY,11229,2019,0,HU210011OM,OM,OPEN,9/19/19,N/A,NONE,MAS4,DOORS,12000,0,2/28/18
372485,1811 QUENTIN RD BROOKLYN NY,11229,2019,0,HU210011OM,OM,OPEN,9/19/19,N/A,NONE,MAS4,BOILER/BURNER,122000,0,12/28/17
372485,1811 QUENTIN RD BROOKLYN NY,11229,2019,0,HU210011OM,OM,OPEN,9/19/19,N/A,NONE,MAS4,ASBESTOS,10500,0,11/8/17
351701,1900 QUENTIN RD BROOKLYN NY,11229,2020,0,AW230049OM,OM,CLOSED,11/5/12,5/17/13,GP,ROM-00035-13,NEW ROOF,604750,587111.66,10/7/10
351701,1900 QUENTIN RD BROOKLYN NY,11229,2020,0,DP230049X,X,CLOSED,4/3/15,5/4/15,GR,RX-00004-15,N/A,N/A,N/A,N/A
334676,1909 QUENTIN RD BROOKLYN NY,11229,2020,0,ZE230022OM,OM,CLOSED,5/10/11,8/1/11,DE,RXA-000810-19,ELEVATOR UPGRADING,60300,0,9/21/09
334676,1909 QUENTIN RD BROOKLYN NY,11229,2020,0,AR230040X,X,CLOSED,6/22/12,7/25/12,CW,RX-00010-12,N/A,N/A,N/A,N/A
334676,1909 QUENTIN RD BROOKLYN NY,11229,2020,0,DR230148OM,OM,CLOSED,6/30/15,6/8/16,GP,ROM-00054-16,TV/SECURITY SYSTEM,16001,16001,4/2/13
334676,1909 QUENTIN RD BROOKLYN NY,11229,2020,0,DR230148OM,OM,CLOSED,6/30/15,6/8/16,GP,ROM-00054-16,BACKFLOW PREVENTER,7000,6405,3/19/14
334676,1909 QUENTIN RD BROOKLYN NY,11229,2020,0,DR230148OM,OM,CLOSED,6/30/15,6/8/16,GP,ROM-00054-16,BRICKPOINTING,23500,23500,9/12/14
301264,1925 QUENTIN RD BROOKLYN NY,11229,2020,0,DP230042X,X,CLOSED,4/3/15,5/4/15,CW,RX-00003-15,N/A,N/A,N/A,N/A
302506,96 RALPH AVE BROOKLYN NY,11221,2020,0,GX210042OM,OM,CLOSED,12/13/18,3/21/19,GR,ROM-00016-19,NEW ROOF,6500,6500,11/7/18
313177,100 RALPH AVE BROOKLYN NY,11221,2011,0,AR210044X,X,CLOSED,6/22/12,7/31/12,CW,RX-00011-12,N/A,N/A,N/A,N/A
341089,140 RALPH AVE BROOKLYN NY,11233,2018,0,ER210009X,X,CLOSED,6/13/16,6/16/16,CW,RX-00004-16,N/A,N/A,N/A,N/A
339912,142 RALPH AVE BROOKLYN NY,11233,2019,1,DV210002X,X,CLOSED,10/5/15,11/9/15,CW,RX-00005-15,N/A,N/A,N/A,N/A
335491,2025 REGENT PL BROOKLYN NY,11226,2020,0,YB210036OM,OM,CLOSED,2/10/10,10/20/11,GR,RXA-000810-19,REWIRING,71000,71000,11/9/07
335491,2025 REGENT PL BROOKLYN NY,11226,2020,0,YB210036OM,OM,CLOSED,2/10/10,10/20/11,GR,RXA-000810-19,ENTRANCE DOOR,6545,6545,1/7/08
335491,2025 REGENT PL BROOKLYN NY,11226,2020,0,YB210036OM,OM,CLOSED,2/10/10,10/20/11,GR,RXA-000810-19,SECURITY SYSTEM,14950,14950,10/30/07
335491,2025 REGENT PL BROOKLYN NY,11226,2020,0,BP210044X,X,CLOSED,4/26/13,5/17/13,GP,RX-00004-13,N/A,N/A,N/A,N/A
319046,94 REID AVE BROOKLYN NY,11221,2019,0,FS210002X,X,CLOSED,7/6/17,7/6/17,CW,RX-00004-17,N/A,N/A,N/A,N/A
319528,150 REMSEN ST BROOKLYN NY,11201,2020,1,FQ230057OM,OM,CLOSED,5/9/17,12/12/17,GR,ROM-00101-17,ELEVATOR UPGRADING,223671.2,223671.2,1/6/15
400622,60 REMSEN ST BROOKLYN NY,11201,2000,0,AV210044X,X,CLOSED,10/19/12,10/23/12,CW,RX-00012-12,N/A,N/A,N/A,N/A
400622,60 REMSEN ST BROOKLYN NY,11201,2000,0,CU210069X,X,CLOSED,9/12/14,9/18/14,CW,RX-00007-14,N/A,N/A,N/A,N/A
345273,100 REMSEN ST BROOKLYN NY,11201,2020,0,AT210136X,X,CLOSED,8/5/12,9/11/12,GR,RX-00010-12,N/A,N/A,N/A,N/A
345273,100 REMSEN ST BROOKLYN NY,11201,2020,0,EU230105X,X,CLOSED,9/20/16,10/28/16,CW,RX-00004-16,N/A,N/A,N/A,N/A
345273,100 REMSEN ST BROOKLYN NY,11201,2020,0,GR210021OM,OM,CLOSED,6/18/18,11/9/18,GP,ROM-00101-18,POINTING & FACADE,119948,111895.1,10/22/17
345273,100 REMSEN ST BROOKLYN NY,11201,2020,0,GR210021OM,OM,CLOSED,6/18/18,11/9/18,GP,ROM-00101-18,ENGINEER,44784,43637.31,5/24/17
310911,9 RICHARDSON ST BROOKLYN NY,11211,2020,0,BX210037OM,OM,CLOSED,12/16/13,12/24/14,GR,ROM-00079-14,HALLWAY FLOOR REPL.,6850,6850,12/9/13
364568,7007 RIDGE BLVD BROOKLYN NY,11209,2020,1,DX230038OM,OM,CLOSED,12/17/15,5/24/16,GP,RTOM-0001-16,EXTERIOR RESTORATION,223105,199220,5/4/15
364568,7007 RIDGE BLVD BROOKLYN NY,11209,2020,1,DX230038OM,OM,CLOSED,12/17/15,5/24/16,GP,RTOM-0001-16,CONSULTING ARCHITECT,4214.19,1500,10/1/15
314588,7112 RIDGE BLVD BROOKLYN NY,11209,2019,0,ZL230053OM,OM,CLOSED,12/20/11,3/16/12,GP,RISF-00044-13,ELEVATOR MODERNIZED,69800,67800,7/9/09
329773,7224 RIDGE BLVD BROOKLYN NY,11209,2020,0,YD230049X,X,CLOSED,4/6/10,4/21/10,CW,RXX-000811-18,N/A,N/A,N/A,N/A
302968,8126 RIDGE BLVD BROOKLYN NY,11209,2020,0,AR210060OM,OM,CLOSED,6/26/12,3/27/13,DE,ROM-00017-13,NEW ROOF,12000,0,5/20/10
300632,8812 RIDGE BLVD BROOKLYN NY,11209,2020,0,XL210073OM,OM,CLOSED,12/29/09,9/23/10,GP,RXX-000922-18,ELEVATOR UPGRADING,99152,65356,9/21/09
335316,9312 RIDGE BLVD BROOKLYN NY,11209,2020,0,AX210040OM,OM,CLOSED,12/28/12,2/1/13,DE,ROM-00015-13,BOILER/BURNER,119800,0,2/6/12
335316,9312 RIDGE BLVD BROOKLYN NY,11209,2020,0,AX210040OM,OM,CLOSED,12/28/12,2/1/13,DE,ROM-00015-13,ELEVATOR UPGRADING,50000,0,11/7/11
335316,9312 RIDGE BLVD BROOKLYN NY,11209,2020,0,DM210033X,X,CLOSED,1/15/15,4/8/15,CW,RX-00002-15,N/A,N/A,N/A,N/A
309548,7022 RIDGE BLVD BROOKLYN NY,11209,2019,0,YK230061OM,OM,CLOSED,11/24/10,7/6/11,GP,RXA-000810-19,POINTNG & WATERPROOF,131001,130001,5/13/10
309548,7022 RIDGE BLVD BROOKLYN NY,11209,2019,0,YK230061OM,OM,CLOSED,11/24/10,7/6/11,GP,RXA-000810-19,MAILBOXES,11000,0,8/20/09
309548,7022 RIDGE BLVD BROOKLYN NY,11209,2019,0,YK230061OM,OM,CLOSED,11/24/10,7/6/11,GP,RXA-000810-19,SIDEWALK BRIDGING,14400,14400,4/26/10
309548,7022 RIDGE BLVD BROOKLYN NY,11209,2019,0,BM230005X,X,CLOSED,1/3/13,1/17/13,GP,RX-00001-13,N/A,N/A,N/A,N/A
300872,7401 RIDGE BLVD BROOKLYN NY,11209,2020,0,EU230072OM,OM,CLOSED,9/23/16,3/9/17,GP,ROM-00022-17,ELEVATOR UPGRADING,172000,170003.5,5/4/16
300872,7401 RIDGE BLVD BROOKLYN NY,11209,2020,0,EU230072OM,OM,CLOSED,9/23/16,3/9/17,GP,ROM-00022-17,ENTRANCE DOOR,11500,11500,6/10/16
300872,7401 RIDGE BLVD BROOKLYN NY,11209,2020,0,EU230072OM,OM,CLOSED,9/23/16,3/9/17,GP,ROM-00022-17,VIDEO INTERCOM,29300,29300,2/8/16
300872,7401 RIDGE BLVD BROOKLYN NY,11209,2020,0,EU230072OM,OM,CLOSED,9/23/16,3/9/17,GP,ROM-00022-17,MAILBOXES,6400,0,2/8/16
300872,7401 RIDGE BLVD BROOKLYN NY,11209,2020,0,EU230072OM,OM,CLOSED,9/23/16,3/9/17,GP,ROM-00022-17,SECURITY CAMERA,10495,10495,2/8/16
300410,7410 RIDGE BLVD BROOKLYN NY,11209,2020,0,EU210083OM,OM,CLOSED,9/27/16,3/9/17,GP,ROM-00022-17,BACKFLOW DEVICE,11450,10150,3/27/14
300410,7410 RIDGE BLVD BROOKLYN NY,11209,2020,0,EU210083OM,OM,CLOSED,9/27/16,3/9/17,GP,ROM-00022-17,BOOSTER PUMP,5845,5845,6/25/14
300410,7410 RIDGE BLVD BROOKLYN NY,11209,2020,0,EU210083OM,OM,CLOSED,9/27/16,3/9/17,GP,ROM-00022-17,ENGINEERING FEES,4250,1750,7/13/13
300410,7410 RIDGE BLVD BROOKLYN NY,11209,2020,0,FO210037OM,OM,CLOSED,3/13/17,12/6/17,GP,ROM-00097-17,ELEVATOR UPGRADING,188738,153348,4/1/16
300410,7410 RIDGE BLVD BROOKLYN NY,11209,2020,0,GT210059OM,OM,CLOSED,8/27/18,2/22/19,GP,ROM-00010-19,NEW ROOF,368172,349652,4/2/18
300410,7410 RIDGE BLVD BROOKLYN NY,11209,2020,0,HO210025OM,OM,OPEN,3/20/19,N/A,GP,MAS2,FACADE,224554,0,5/15/17
300411,7420 RIDGE BLVD BROOKLYN NY,11209,2020,1,BP230075OM,OM,CLOSED,4/29/13,7/15/13,GR,ROM-00049-13,COMPACTORS (2),20760,20760,7/15/11
300411,7420 RIDGE BLVD BROOKLYN NY,11209,2020,1,DV230089OM,OM,CLOSED,10/19/15,11/24/17,GP,ROM-00088-17,BACKFLOW PREVENTER,11950,11000,10/30/13
300411,7420 RIDGE BLVD BROOKLYN NY,11209,2020,1,HN230080OM,OM,CLOSED,2/28/19,10/19/20,GP,M66,GAS-REPIPING,324439.22,319303.42,4/17/18
300411,7420 RIDGE BLVD BROOKLYN NY,11209,2020,1,HN230083OM,OM,OPEN,2/7/19,N/A,GP,MNM,NEW ROOF,397151,0,2/8/18
300411,7420 RIDGE BLVD BROOKLYN NY,11209,2020,1,HO230082OM,OM,OPEN,3/20/19,N/A,GP,MSW2,FACADE,311365.2,0,5/17/17
372591,9205 RIDGE BLVD BROOKLYN NY,11209,2020,0,AV210015X,X,CLOSED,10/16/12,2/13/13,GP,RX-00002-13,N/A,N/A,N/A,N/A
372591,9205 RIDGE BLVD BROOKLYN NY,11209,2020,0,CW210018OM,OM,CLOSED,11/13/14,5/12/15,GP,ROM-00034-15,ELEVATOR,84680,82926,4/11/14
372591,9205 RIDGE BLVD BROOKLYN NY,11209,2020,0,CW210018OM,OM,CLOSED,11/13/14,5/12/15,GP,ROM-00034-15,BACKFLOW PREVENTER,29000,28600.2,8/21/13
372591,9205 RIDGE BLVD BROOKLYN NY,11209,2020,0,CW210018OM,OM,CLOSED,11/13/14,5/12/15,GP,ROM-00034-15,ENGINEER,4400,4400,3/7/13
300497,9214 RIDGE BLVD BROOKLYN NY,11209,2020,0,YH230059OM,OM,CLOSED,8/19/10,7/18/12,DE,ROM-00046-12,POINTING + GRINDING,6300,0,9/20/07
300497,9214 RIDGE BLVD BROOKLYN NY,11209,2020,0,YH230059OM,OM,CLOSED,8/19/10,7/18/12,DE,ROM-00046-12,ACID WASH/STEAMCLEAN,6270,0,9/20/07
300497,9214 RIDGE BLVD BROOKLYN NY,11209,2020,0,YH230059OM,OM,CLOSED,8/19/10,7/18/12,DE,ROM-00046-12,CHANGE LINTELS,49980,0,9/20/07
300497,9214 RIDGE BLVD BROOKLYN NY,11209,2020,0,YH230059OM,OM,CLOSED,8/19/10,7/18/12,DE,ROM-00046-12,ARCHITECHTS FEES,17000,0,4/9/07
344579,9430 RIDGE BLVD BROOKLYN NY,11209,2020,0,EM210040X,X,CLOSED,1/12/16,1/12/16,CW,RX-00001-16,N/A,N/A,N/A,N/A
321223,176 ROCKAWAY AVE BROOKLYN NY,11233,2020,0,GS210008OM,OM,CLOSED,7/13/18,9/18/18,GR,ROM-00084-18,NEW ROOF,13300,13300,7/25/16
321223,176 ROCKAWAY AVE BROOKLYN NY,11233,2020,0,GS210008OM,OM,CLOSED,7/13/18,9/18/18,GR,ROM-00084-18,MAIN ENTRANCE DOORS,4050,4050,2/9/17
803122,898 ROCKAWAY AVE BROOKLYN NY,11212,2018,0,CV210073X,X,CLOSED,10/23/14,12/9/14,VO,D99,N/A,N/A,N/A,N/A
349584,910 ROCKAWAY AVE BROOKLYN NY,11212,2018,0,CV210059X,X,CLOSED,10/22/14,2/26/15,VO,MX66,N/A,N/A,N/A,N/A
303808,195 ROCKAWAY PKWY BROOKLYN NY,11212,2020,0,FV210027OM,OM,CLOSED,10/27/17,4/24/18,GP,A1A99,ELEVATOR UPGRADING,100000,98621.5,1/15/16
306047,524 ROCKAWAY PKWY BROOKLYN NY,11212,2019,0,EU210079X,X,CLOSED,9/15/16,9/23/16,CW,RX-00004-16,N/A,N/A,N/A,N/A
339404,154 ROCKAWAY PKWY BROOKLYN NY,11212,2020,0,BU210044X,X,CLOSED,9/18/13,9/24/13,CW,RX-00014-13,N/A,N/A,N/A,N/A
349702,275 ROCKAWAY PKWY BROOKLYN NY,11212,2020,0,CV210058X,X,CLOSED,10/22/14,12/4/14,CW,RX-00009-14,N/A,N/A,N/A,N/A
373113,450 ROCKAWAY PKWY BROOKLYN NY,11212,2019,0,XK210033OM,OM,CLOSED,11/9/09,9/17/10,GR,RXX-000922-18,NEW ROOF,37400,37400,10/26/07
373113,450 ROCKAWAY PKWY BROOKLYN NY,11212,2019,0,XK210033OM,OM,CLOSED,11/9/09,9/17/10,GR,RXX-000922-18,MAIN ENTRANCE DOORS,11100,11100,4/25/08
373113,450 ROCKAWAY PKWY BROOKLYN NY,11212,2019,0,XK210033OM,OM,CLOSED,11/9/09,9/17/10,GR,RXX-000922-18,TV/SECURITY SYSTEM,14030,14030,10/20/08
373113,450 ROCKAWAY PKWY BROOKLYN NY,11212,2019,0,AT210113X,X,CLOSED,8/23/12,9/13/12,GR,RX-00010-12,N/A,N/A,N/A,N/A
300700,540 ROCKAWAY PKWY BROOKLYN NY,11212,2020,0,EQ210014OM,OM,CLOSED,5/4/16,8/24/17,GR,ROM-00064-17,APARTMENT WINDOWS,47595,47595,3/24/15
300700,540 ROCKAWAY PKWY BROOKLYN NY,11212,2020,0,EQ210014OM,OM,CLOSED,5/4/16,8/24/17,GR,ROM-00064-17,ENTRANCE DOORS,8675,8675,12/16/15
300700,540 ROCKAWAY PKWY BROOKLYN NY,11212,2020,0,GS210004X,X,CLOSED,7/12/18,7/13/18,GR,RX-00003-18,N/A,N/A,N/A,N/A
373609,1625 ROCKAWAY PKWY BROOKLYN NY,11236,2019,0,GS210101OM,OM,CLOSED,7/17/18,5/3/19,GR,ROM-00034-19,ELEVATOR UPGRADING,386183.5,386183.5,9/5/16
373609,1625 ROCKAWAY PKWY BROOKLYN NY,11236,2019,0,GS210101OM,OM,CLOSED,7/17/18,5/3/19,GR,ROM-00034-19,BACKFLOW PREVENTER,25113.58,25113.58,8/25/17
339639,234 RODNEY ST BROOKLYN NY,11211,2020,0,CU210028X,X,CLOSED,9/4/14,9/8/14,CW,RX-00007-14,N/A,N/A,N/A,N/A
322203,244 ROEBLING ST BROOKLYN NY,11211,2019,0,HO210038OM,OM,CLOSED,3/28/19,12/12/19,GP,ROM-00057-19,BURNER,37500,0,7/28/16
322203,244 ROEBLING ST BROOKLYN NY,11211,2019,0,HO210038OM,OM,CLOSED,3/28/19,12/12/19,GP,ROM-00057-19,CHIMNEY,24000,23507,8/14/18
300013,340 ROEBLING ST BROOKLYN NY,11211,2017,0,BU230046X,X,CLOSED,9/18/13,9/24/13,CW,RX-00014-13,N/A,N/A,N/A,N/A
300013,340 ROEBLING ST BROOKLYN NY,11211,2017,0,CW230010OM,OM,CLOSED,11/7/14,3/12/15,GP,ROM-00014-15,BOILER/BURNER,70000,69206.5,11/1/12
317070,334 ROGERS AVE BROOKLYN NY,11225,2020,2,AQ230021X,X,CLOSED,5/3/12,5/3/12,CW,RX-00003-12,N/A,N/A,N/A,N/A
352718,589 ROGERS AVE BROOKLYN NY,11225,2019,0,YD210039X,X,CLOSED,4/6/10,5/26/10,CW,RXX-000811-18,N/A,N/A,N/A,N/A
300437,32 ROGERS AVE BROOKLYN NY,11216,2018,0,AN210052OM,OM,CLOSED,2/27/12,6/20/12,GR,ROM-00043-12,WATERPROOFING,13450,13450,9/15/10
300437,32 ROGERS AVE BROOKLYN NY,11216,2018,0,AN210052OM,OM,CLOSED,2/27/12,6/20/12,GR,ROM-00043-12,POINTING,11000,11000,7/14/10
300437,32 ROGERS AVE BROOKLYN NY,11216,2018,0,AN210052OM,OM,CLOSED,2/27/12,6/20/12,GR,ROM-00043-12,INTERCOM,3900,3900,10/18/10
354170,154 ROGERS AVE BROOKLYN NY,11216,2019,0,FS210026X,X,CLOSED,7/25/17,7/25/17,CW,RX-00004-17,N/A,N/A,N/A,N/A
332862,166 ROGERS AVE BROOKLYN NY,11216,2020,0,YE230062OM,OM,CLOSED,5/17/10,11/24/10,GR,RXX-000922-18,BURNER/WATER HEATERS,5800,5800,3/12/08
332862,166 ROGERS AVE BROOKLYN NY,11216,2020,0,AN230043OM,OM,CLOSED,2/27/12,2/8/13,GR,ROM-00010-13,NEW ROOF,6895,6895,5/27/11
332862,166 ROGERS AVE BROOKLYN NY,11216,2020,0,BR230054X,X,CLOSED,6/21/13,7/22/13,GP,RX-00008-13,N/A,N/A,N/A,N/A
332862,166 ROGERS AVE BROOKLYN NY,11216,2020,0,FT230020OM,OM,CLOSED,8/9/17,4/6/18,GP,ROM-00029-18,WINDOWS,11970,11685,7/21/15
332862,166 ROGERS AVE BROOKLYN NY,11216,2020,0,FT230020OM,OM,CLOSED,8/9/17,4/6/18,GP,ROM-00029-18,BLDG.ENTRANCE DOORS,6700,6000,8/19/16
332862,166 ROGERS AVE BROOKLYN NY,11216,2020,0,HQ210020OM,OM,OPEN,5/16/19,N/A,GP,MNM,TV/SECURITY SYSTEM,6574,0,7/22/18
322981,175 ROGERS AVE BROOKLYN NY,11216,2020,0,HQ210068OM,OM,OPEN,5/20/19,N/A,NONE,MSM1,NEW ROOF,14000,0,11/20/18
322981,175 ROGERS AVE BROOKLYN NY,11216,2020,0,HQ210068OM,OM,OPEN,5/20/19,N/A,NONE,MSM1,HALLWAY FLOORS,23000,0,10/29/18
308805,690 ROGERS AVE BROOKLYN NY,11226,2020,0,CU210076X,X,CLOSED,9/18/14,12/9/14,CW,RX-00009-14,N/A,N/A,N/A,N/A
810393,806 ROGERS AVE BROOKLYN NY,11226,2020,0,CV210148X,X,CLOSED,10/28/14,3/30/15,CW,RX-00002-15,N/A,N/A,N/A,N/A
343778,155 ROSS ST BROOKLYN NY,11211,2020,0,YG210084OM,OM,CLOSED,7/16/10,6/8/12,DE,ROM-00042-12,ELECTRICAL SERVICE,65000,0,7/1/08
343778,155 ROSS ST BROOKLYN NY,11211,2020,0,EM210042OM,OM,CLOSED,1/14/16,7/14/16,GP,ROM-00075-16,ELEVATOR UPGRADING,105369.28,104526.38,11/14/13
343778,155 ROSS ST BROOKLYN NY,11211,2020,0,EM210042OM,OM,CLOSED,1/14/16,7/14/16,GP,ROM-00075-16,BURNER,39615,38851.5,10/17/13
370293,400 RUGBY RD BROOKLYN NY,11226,2020,0,FT210055OM,OM,CLOSED,8/16/17,1/23/18,GP,ATM,NEW ROOF,94775,94775,4/5/16
370293,400 RUGBY RD BROOKLYN NY,11226,2020,0,FT210055OM,OM,CLOSED,8/16/17,1/23/18,GP,ATM,SCAFFOLD,8325,8325,10/2/15
370293,400 RUGBY RD BROOKLYN NY,11226,2020,0,FT210055OM,OM,CLOSED,8/16/17,1/23/18,GP,ATM,POINTING/LINTELS,403290,392590,10/2/15
